Topic ID,Title,Fancy Title,Slug,Posts Count,Reply Count,Highest Post Number,Image URL,Created At,Last Posted At,Views,Like Count,Pinned,Unpinned,Closed,Visible,Tags,Last Poster Username,Category ID,posters,Original Poster ID
22273,About the Procurement Committee category,About the Procurement Committee category,about-the-procurement-committee-category,1,0,1,,2024-03-08 04:47:00,,30,2,True,,False,True,[],cliffton.eth,27,"[{'extras': 'latest single', 'description': 'Original Poster, Most Recent Poster', 'user_id': 12183, 'primary_group_id': None, 'flair_group_id': None}]",12183
22278,[PUBLIC CONSULTATION] Subsidy Fund - Service Fee Consultation,[PUBLIC CONSULTATION] Subsidy Fund - Service Fee Consultation,public-consultation-subsidy-fund-service-fee-consultation,1,0,1,,2024-03-08 08:56:18,2024-03-08 08:56:18,141,5,False,,False,True,[],Immutablelawyer,27,"[{'extras': 'latest single', 'description': 'Original Poster, Most Recent Poster', 'user_id': 13905, 'primary_group_id': None, 'flair_group_id': None}]",13905
